Index,Percentage Difference (%),Matlab,Python
419,0.0,(7+0j),(7+0j)
422,1.98395543826279e-08,(0.463717669+0j),(0.4637176689080005+0j)
424,5.680321881834576e-08,(0.278399034+0j),(0.2783990341581396+0j)
426,0.0,(1+0j),(1+0j)
427,0.0,(4+0j),(4+0j)
428,0.0,(5+0j),(5+0j)
429,0.0,(7+0j),(7+0j)
432,2.844092346493391e-08,(1.028126046+0j),(1.0281260457075914+0j)
433,1.8488421453870725e-08,(0.305687789+0j),(0.30568778894348314+0j)
434,0.0,(1+0j),(1+0j)
435,0.0,(2+0j),(2+0j)
436,0.0,(4+0j),(4+0j)
437,0.0,(5+0j),(5+0j)
438,0.0,(6+0j),(6+0j)
439,0.0,(7+0j),(7+0j)
440,1.0106578043867456e-07,(0.111352414+0j),(0.11135241411253918+0j)
442,4.708591002387515e-08,(0.10142638+0j),(0.10142638004775753+0j)
444,7.893717512454582e-08,(0.323885263+0j),(0.32388526325566586+0j)
445,4.979482779136639e-08,(1.034748828+0j),(1.0347488285152513+0j)
446,0.0,(3+0j),(3+0j)
447,0.0,(6+0j),(6+0j)
448,2.7199154974013103e-08,(1.134037437+0j),(1.1340374373084485+0j)
449,4.235648913984109e-08,(0.131380859+0j),(0.1313808590556483+0j)
450,0.0,(-590.8056899+0j),(-590.8056899+0j)
451,0.0,(-638.3821712+0j),(-638.3821712+0j)
452,0.0,(-407.5202269+0j),(-407.5202269+0j)
453,0.0,(-24.78776248+0j),(-24.78776248+0j)
454,4.2152408324438034e-08,(-2.372343888+0j),(-2.372343889+0j)
455,0.0,(-5.852314828+0j),(-5.852314828+0j)
456,0.0,(-15.15085013+0j),(-15.15085013+0j)
457,0.0,(-31.61414169+0j),(-31.61414169+0j)
458,4.306722173937978e-09,(8131.073491+0j),(8131.073491350183+0j)
459,7.483443018893892e-10,(7667.231795+0j),(7667.231795057377+0j)
460,6.404912827946783e-11,(295.9802998+0j),(295.98029979981044+0j)
461,1.4080940002244197e-08,(31.54478034+0j),(31.544780335558197+0j)
462,4.31483641417096e-08,(11.28001775+0j),(11.280017745132858+0j)
463,0.0,0j,0j
464,0.0,0j,0j
465,0.0,0j,0j
466,1.6083979448704425e-08,(1294.100539+0j),(1294.1005387918572+0j)
467,1.2068929896916062e-09,(1220.27784+0j),(1220.2778400147274+0j)
468,2.03994684449056e-09,(47.10672777+0j),(47.10672777096095+0j)
469,3.0296558754284254e-09,(5.020507719+0j),(5.020507719152104+0j)
470,1.683253820764963e-08,(1.795270582+0j),(1.7952705823021895+0j)
471,0.0,0j,0j
472,0.0,0j,0j
473,0.0,0j,0j
474,0.0,(0.072469183+0j),(0.072469183+0j)
475,0.0,(0.082973994+0j),(0.082973994+0j)
476,2.2377712379576002e-08,(0.809111847+0j),(0.8091118471810608+0j)
477,7.599121773429863e-08,(0.617861281+0j),(0.6178612814695204+0j)
479,0.0,(1+0j),(1+0j)
480,0.0,(1+0j),(1+0j)
481,0.0,(1+0j),(1+0j)
482,0.0,(8+0j),(8+0j)
483,0.0,(9+0j),(9+0j)
484,0.0,(10+0j),(10+0j)
485,0.0,(11+0j),(11+0j)
487,6.441331050729761e-08,(0.187307629+0j),(0.18730762912065105+0j)
489,0.0,(0.256757667+0j),(0.256757667+0j)
490,0.0,(8+0j),(8+0j)
491,0.0,(9+0j),(9+0j)
492,0.0,(10+0j),(10+0j)
493,0.0,(11+0j),(11+0j)
494,5.79669931003786e-08,(0.20304398+0j),(0.20304397988230152+0j)
495,1.7147057142327664e-08,(0.203060649+0j),(0.20306064903481894+0j)
497,8.473837706943466e-08,(0.24754314+0j),(0.24754314020976403+0j)
498,0.0,(8+0j),(8+0j)
499,0.0,(9+0j),(9+0j)
500,0.0,(12+0j),(12+0j)
501,0.0,(13+0j),(13+0j)
503,0.0,(0.117877718+0j),(0.117877718+0j)
505,7.657257611939356e-08,(0.388325608+0j),(0.38832560770264907+0j)
506,0.0,(1+0j),(1+0j)
507,0.0,(2+0j),(2+0j)
508,0.0,(6+0j),(6+0j)
509,0.0,(7+0j),(7+0j)
510,7.858316590409177e-08,(0.406256665+0j),(0.40625666531924937+0j)
511,3.1797187974683274e-08,(0.513346536+0j),(0.5133465361632298+0j)
512,4.771863351250715e-08,(0.283727224+0j),(0.28372722386460925+0j)
514,0.0,(1+0j),(1+0j)
515,0.0,(2+0j),(2+0j)
516,0.0,(4+0j),(4+0j)
517,0.0,(5+0j),(5+0j)
518,0.0,(6+0j),(6+0j)
521,5.787136571217038e-09,(0.452789372+0j),(0.45278937202620356+0j)
523,8.809354515824019e-08,(0.247923153+0j),(0.2479231527815957+0j)
524,0.0,(1+0j),(1+0j)
525,0.0,(4+0j),(4+0j)
526,0.0,(5+0j),(5+0j)
527,0.0,(7+0j),(7+0j)
528,0.0,(0.126898476+0j),(0.126898476+0j)
530,8.760595504432884e-09,(0.992038502+0j),(0.9920385020869085+0j)
532,0.0,(1+0j),(1+0j)
533,0.0,(2+0j),(2+0j)
534,0.0,(5+0j),(5+0j)
535,0.0,(6+0j),(6+0j)
536,0.0,(7+0j),(7+0j)
539,7.074098248224291e-08,(0.197696955+0j),(0.19769695486014724+0j)
540,6.337711684815322e-08,(0.330903905+0j),(0.33090390520971735+0j)
541,1.3331563381927777e-08,(0.997807731+0j),(0.9978077311330233+0j)
542,0.0,(3+0j),(3+0j)
543,0.0,(6+0j),(6+0j)
544,2.671117384233451e-08,(1.134023654+0j),(1.134023653697089+0j)
546,0.0,(-590.8024386+0j),(-590.8024386+0j)
547,0.0,(-638.3858691+0j),(-638.3858691+0j)
548,0.0,(-407.1701745+0j),(-407.1701745+0j)
549,0.0,(-25.52899539+0j),(-25.52899539+0j)
550,0.0,(-1.876487016+0j),(-1.876487016+0j)
551,0.0,(-5.710980551+0j),(-5.710980551+0j)
552,0.0,(-15.50064641+0j),(-15.50064641+0j)
553,0.0,(-31.61413908+0j),(-31.61413908+0j)
554,4.931048147189672e-09,(8131.072529+0j),(8131.072529400947+0j)
555,6.44127316521395e-09,(7667.233384+0j),(7667.233384493868+0j)
556,5.1053446017143565e-09,(295.8486327+0j),(295.8486327151041+0j)
557,6.097864787607966e-09,(28.8062836+0j),(28.806283598243432+0j)
558,4.405010366468678e-08,(10.82281066+0j),(10.82281066476746+0j)
559,0.0,0j,0j
560,0.0,0j,0j
561,0.0,0j,0j
562,2.3732227914825133e-08,(1294.100386+0j),(1294.1003856928812+0j)
563,1.5240998968500157e-09,(1220.278093+0j),(1220.2780929814016+0j)
564,7.61894246802114e-09,(47.0857723+0j),(47.08577230358744+0j)
565,5.0727342863435035e-09,(4.584662427+0j),(4.584662426767432+0j)
566,2.5859044714757636e-08,(1.722503815+0j),(1.722503815445423+0j)
567,0.0,0j,0j
568,0.0,0j,0j
569,0.0,0j,0j
570,0.0,(0.072468795+0j),(0.072468795+0j)
571,0.0,(0.082974454+0j),(0.082974454+0j)
572,4.0690079222475855e-08,(0.808996033+0j),(0.8089960333291811+0j)
573,2.6672407979628054e-08,(0.663251542+0j),(0.6632515418230949+0j)
575,0.0,(1+0j),(1+0j)
576,0.0,(1+0j),(1+0j)
577,0.0,(1+0j),(1+0j)
578,0.0,(8+0j),(8+0j)
579,0.0,(9+0j),(9+0j)
580,0.0,(10+0j),(10+0j)
581,0.0,(11+0j),(11+0j)
582,8.420361461292075e-08,(0.187321986+0j),(0.1873219858422681+0j)
583,7.312680101307613e-08,(0.187307471+0j),(0.18730747086302804+0j)
584,1.0510283522268396e-08,(0.256759349+0j),(0.2567593489730139+0j)
585,0.0,(0.256757969+0j),(0.256757969+0j)
586,0.0,(8+0j),(8+0j)
587,0.0,(9+0j),(9+0j)
588,0.0,(10+0j),(10+0j)
589,0.0,(11+0j),(11+0j)
592,1.6185236857074387e-09,(0.247541471+0j),(0.24754147100400653+0j)
594,0.0,(8+0j),(8+0j)
595,0.0,(9+0j),(9+0j)
596,0.0,(12+0j),(12+0j)
597,0.0,(13+0j),(13+0j)
600,5.185053240642943e-10,(0.387921003+0j),(0.3879210029979886+0j)
602,0.0,(1+0j),(1+0j)
603,0.0,(2+0j),(2+0j)
604,0.0,(6+0j),(6+0j)
605,0.0,(7+0j),(7+0j)
607,3.051187151166883e-08,(0.497040667+0j),(0.4970406668483436+0j)
608,6.808835390886997e-08,(0.295921701+0j),(0.29592170079851177+0j)
610,0.0,(1+0j),(1+0j)
611,0.0,(2+0j),(2+0j)
612,0.0,(4+0j),(4+0j)
613,0.0,(5+0j),(5+0j)
614,0.0,(6+0j),(6+0j)
617,7.590741165697874e-08,(0.438819827+0j),(0.4388198266669032+0j)
619,2.956232717117077e-08,(0.213793776+0j),(0.21379377593679758+0j)
620,0.0,(1+0j),(1+0j)
621,0.0,(4+0j),(4+0j)
622,0.0,(5+0j),(5+0j)
623,0.0,(7+0j),(7+0j)
626,3.826321951791269e-08,(0.95016649+0j),(0.9501664896364357+0j)
627,3.6277359836473424e-08,(0.253919262+0j),(0.2539192619078848+0j)
628,0.0,(1+0j),(1+0j)
629,0.0,(2+0j),(2+0j)
630,0.0,(5+0j),(5+0j)
631,0.0,(6+0j),(6+0j)
632,0.0,(7+0j),(7+0j)
635,6.876724033934809e-08,(0.172110606+0j),(0.1721106061183557+0j)
636,7.486645169232505e-08,(0.338685307+0j),(0.3386853067464383+0j)
637,3.273528189181497e-08,(0.955154272+0j),(0.9551542723126725+0j)
638,0.0,(3+0j),(3+0j)
639,0.0,(6+0j),(6+0j)
640,5.100055087205573e-09,(1.134004379+0j),(1.134004379057835+0j)
642,0.0,(-590.7991873+0j),(-590.7991873+0j)
643,0.0,(-638.389567+0j),(-638.389567+0j)
644,0.0,(-406.818718+0j),(-406.818718+0j)
645,0.0,(-26.2602179+0j),(-26.2602179+0j)
646,0.0,(-1.357377954+0j),(-1.357377954+0j)
647,0.0,(-5.527901574+0j),(-5.527901574+0j)
648,0.0,(-15.96152212+0j),(-15.96152212+0j)
649,0.0,(-31.61413517+0j),(-31.61413517+0j)
650,6.148660258158658e-09,(8131.071568+0j),(8131.071567500048+0j)
651,1.5399846302385908e-09,(7667.234974+0j),(7667.234973881926+0j)
652,1.4132499299809706e-08,(295.7173179+0j),(295.71731794179226+0j)
653,5.631713237864592e-10,(25.86888282+0j),(25.868882820145686+0j)
654,3.298964118638722e-08,(10.19301225+0j),(10.193012253362639+0j)
655,0.0,0j,0j
656,0.0,0j,0j
657,0.0,0j,0j
658,3.078597897824904e-08,(1294.100233+0j),(1294.1002326015985+0j)
659,4.886804058631326e-09,(1220.278346+0j),(1220.2783459403674+0j)
660,3.582570224013883e-09,(47.06487291+0j),(47.064872908313866+0j)
661,2.2150310185863975e-09,(4.117160573+0j),(4.117160573091196+0j)
662,7.330640104413394e-09,(1.622268285+0j),(1.6222682851189227+0j)
663,0.0,0j,0j
664,0.0,0j,0j
665,0.0,0j,0j
666,0.0,(0.072468407+0j),(0.072468407+0j)
667,0.0,(0.082974915+0j),(0.082974915+0j)
668,4.972383118764813e-08,(0.808878724+0j),(0.8088787235977946+0j)
669,5.3868824322062984e-08,(0.712394984+0j),(0.7123949843837588+0j)
670,3.1996555195035986e-08,(0.132002207+0j),(0.13200220695776385+0j)
671,0.0,(1+0j),(1+0j)
672,0.0,(1+0j),(1+0j)
673,0.0,(1+0j),(1+0j)
674,0.0,(8+0j),(8+0j)
675,0.0,(9+0j),(9+0j)
676,0.0,(10+0j),(10+0j)
677,0.0,(11+0j),(11+0j)
678,2.086636458387246e-08,(0.187321855+0j),(0.18732185496091275+0j)
682,0.0,(8+0j),(8+0j)
683,0.0,(9+0j),(9+0j)
684,0.0,(10+0j),(10+0j)
685,0.0,(11+0j),(11+0j)
686,4.317215008478694e-08,(0.203044265+0j),(0.20304426508765858+0j)
689,7.256236716248497e-08,(0.247542549+0j),(0.24754254917962273+0j)
690,0.0,(8+0j),(8+0j)
691,0.0,(9+0j),(9+0j)
692,0.0,(12+0j),(12+0j)
693,0.0,(13+0j),(13+0j)
696,4.0597999017038624e-08,(0.388467724+0j),(0.3884677238422899+0j)
697,6.005068429808825e-08,(0.389101096+0j),(0.38910109623365785+0j)
698,0.0,(1+0j),(1+0j)
699,0.0,(2+0j),(2+0j)
700,0.0,(6+0j),(6+0j)
701,0.0,(7+0j),(7+0j)
702,1.5636180208760408e-08,(0.335688067+0j),(0.3356880669475112+0j)
703,7.178503181391688e-08,(0.476888561+0j),(0.4768885606576654+0j)
704,4.127396836211725e-08,(0.306852871+0j),(0.30685287087334967+0j)
706,0.0,(1+0j),(1+0j)
707,0.0,(2+0j),(2+0j)
708,0.0,(4+0j),(4+0j)
709,0.0,(5+0j),(5+0j)
710,0.0,(6+0j),(6+0j)
711,8.287045582734919e-09,(0.350446461+0j),(0.35044646102904164+0j)
713,7.819090487757779e-08,(0.422092992+0j),(0.42209299233003833+0j)
715,1.7943676797905315e-08,(0.176828197+0j),(0.1768281969682705+0j)
716,0.0,(1+0j),(1+0j)
717,0.0,(4+0j),(4+0j)
718,0.0,(5+0j),(5+0j)
719,0.0,(7+0j),(7+0j)
722,1.0455590273143875e-08,(0.900555065+0j),(0.9005550650941584+0j)
724,0.0,(1+0j),(1+0j)
725,0.0,(2+0j),(2+0j)
726,0.0,(5+0j),(5+0j)
727,0.0,(6+0j),(6+0j)
728,0.0,(7+0j),(7+0j)
731,3.2020351598003316e-08,(0.14385491+0j),(0.14385491004606285+0j)
732,3.142600486504113e-08,(0.347096376+0j),(0.34709637589092146+0j)
733,1.3076376521695468e-08,(0.905053628+0j),(0.9050536278816518+0j)
734,0.0,(3+0j),(3+0j)
735,0.0,(6+0j),(6+0j)
736,4.079462581211733e-09,(1.133975516+0j),(1.1339755160462601+0j)
738,0.0,(-590.795936+0j),(-590.795936+0j)
739,0.0,(-638.393265+0j),(-638.393265+0j)
740,0.0,(-406.4658479+0j),(-406.4658479+0j)
741,0.0,(-26.93242781+0j),(-26.93242781+0j)
742,0.0,(-0.840228751+0j),(-0.840228751+0j)
743,1.8948987755004173e-08,(-5.277327188+0j),(-5.277327189+0j)
744,0.0,(-16.60682843+0j),(-16.60682843+0j)
745,0.0,(-31.61412865+0j),(-31.61412865+0j)
746,4.335906472734906e-09,(8131.070606+0j),(8131.070605647445+0j)
747,2.8895345873323074e-09,(7667.236563+0j),(7667.236563221548+0j)
748,6.250333728002774e-09,(295.5863657+0j),(295.5863657184751+0j)
749,4.391676397596063e-09,(22.63622347+0j),(22.63622347099411+0j)
750,3.9803413049756795e-09,(9.331187806+0j),(9.331187805628588+0j)
751,0.0,0j,0j
752,0.0,0j,0j
753,0.0,0j,0j
754,3.724579466871079e-08,(1294.10008+0j),(1294.100079518002+0j)
755,8.881200469867016e-09,(1220.278599+0j),(1220.2785988916246+0j)
756,9.91427276023965e-09,(47.04403121+0j),(47.044031214664074+0j)
757,9.478896314843697e-09,(3.602666858+0j),(3.602666858341493+0j)
758,1.2430481739915138e-08,(1.485104664+0j),(1.4851046641846057+0j)
759,0.0,0j,0j
760,0.0,0j,0j
761,0.0,0j,0j
762,0.0,(0.072468019+0j),(0.072468019+0j)
763,0.0,(0.082975375+0j),(0.082975375+0j)
764,2.4725404055576116e-08,(0.808759897+0j),(0.8087598968000308+0j)
765,2.8615074260911343e-08,(0.765523075+0j),(0.7655230747809451+0j)
766,0.0,(0.089682364+0j),(0.089682364+0j)
767,0.0,(1+0j),(1+0j)
768,0.0,(1+0j),(1+0j)
769,0.0,(1+0j),(1+0j)
770,0.0,(8+0j),(8+0j)
771,0.0,(9+0j),(9+0j)
772,0.0,(10+0j),(10+0j)
773,0.0,(11+0j),(11+0j)
774,3.739873812989627e-08,(0.187321724+0j),(0.18732172407005596+0j)
778,0.0,(8+0j),(8+0j)
779,0.0,(9+0j),(9+0j)
780,0.0,(10+0j),(10+0j)
781,0.0,(11+0j),(11+0j)
783,5.687199036005848e-08,(0.203061118+0j),(0.2030611178845151+0j)
784,4.1139873326969454e-08,(0.247541906+0j),(0.24754190610183843+0j)
786,0.0,(8+0j),(8+0j)
787,0.0,(9+0j),(9+0j)
788,0.0,(12+0j),(12+0j)
789,0.0,(13+0j),(13+0j)
792,9.746664573843801e-08,(0.38901796+0j),(0.38901795962083724+0j)
793,4.7775958863472616e-08,(0.389492348+0j),(0.3894923481860837+0j)
794,0.0,(1+0j),(1+0j)
795,0.0,(2+0j),(2+0j)
796,0.0,(6+0j),(6+0j)
797,0.0,(7+0j),(7+0j)
799,3.761317300615553e-08,(0.453584957+0j),(0.4535849571706077+0j)
800,9.830452893417905e-08,(0.31704171+0j),(0.3170417096883336+0j)
801,5.132388034292677e-08,(0.149159473+0j),(0.14915947307655442+0j)
802,0.0,(1+0j),(1+0j)
803,0.0,(2+0j),(2+0j)
804,0.0,(4+0j),(4+0j)
805,0.0,(5+0j),(5+0j)
806,0.0,(6+0j),(6+0j)
807,2.2828124527896345e-08,(0.360134289+0j),(0.3601342889177881+0j)
809,4.663104466772536e-08,(0.40332537+0j),(0.40332537018807485+0j)
812,0.0,(1+0j),(1+0j)
813,0.0,(4+0j),(4+0j)
814,0.0,(5+0j),(5+0j)
815,0.0,(7+0j),(7+0j)
817,5.4775420689629014e-08,(0.257462441+0j),(0.2574624411410261+0j)
818,0.0,(0.839906257+0j),(0.839906257+0j)
820,0.0,(1+0j),(1+0j)
821,0.0,(2+0j),(2+0j)
822,0.0,(5+0j),(5+0j)
823,0.0,(6+0j),(6+0j)
824,0.0,(7+0j),(7+0j)
825,1.0740112265953347e-08,(0.13647615+0j),(0.13647615001465768+0j)
828,6.857768943987696e-08,(0.355465629+0j),(0.3554656292437701+0j)
829,3.813335051681459e-08,(0.844711158+0j),(0.8447111576778833+0j)
830,0.0,(3+0j),(3+0j)
831,0.0,(6+0j),(6+0j)
832,1.6323142458369473e-08,(1.133927541+0j),(1.1339275411850926+0j)
834,0.0,(-590.7926847+0j),(-590.7926847+0j)
835,0.0,(-638.396963+0j),(-638.396963+0j)
836,0.0,(-406.1115547+0j),(-406.1115547+0j)
837,0.0,(-27.44424279+0j),(-27.44424279+0j)
839,0.0,(-4.901339771+0j),(-4.901339771+0j)
840,0.0,(-17.61027754+0j),(-17.61027754+0j)
841,0.0,(-31.61411566+0j),(-31.61411566+0j)
842,1.928870624844266e-09,(8131.069644+0j),(8131.069643843162+0j)
843,6.355174108856699e-09,(7667.238153+0j),(7667.238152512734+0j)
844,7.964656512182074e-10,(295.4557865+0j),(295.4557864976468+0j)
845,1.484192726432255e-08,(18.90054376+0j),(18.900543757194797+0j)
846,2.3198135990235546e-09,(8.135755457+0j),(8.135755456811266+0j)
847,0.0,0j,0j
848,0.0,0j,0j
849,0.0,0j,0j
850,3.41624354698875e-08,(1294.099926+0j),(1294.0999264420961+0j)
851,1.3507326003582441e-08,(1220.278852+0j),(1220.2788518351729+0j)
