Index,Percentage Difference (%),Matlab,Python
0,0.0,(0.1+0j),(0.1+0j)
1,0.0,(0.09+0j),(0.09+0j)
2,0.0,(0.08+0j),(0.08+0j)
3,0.0,(0.07+0j),(0.07+0j)
4,0.0,(0.06+0j),(0.06+0j)
5,0.0,(0.05+0j),(0.05+0j)
6,1.7347234759768074e-14,(0.04+0j),(0.039999999999999994+0j)
7,0.0,(0.03+0j),(0.03+0j)
8,1.7347234759768068e-14,(0.02+0j),(0.020000000000000004+0j)
9,0.0,(0.01+0j),(0.01+0j)
10,1.4379134584729266e-08,(-6.203978451+0j),(-6.203978451892079+0j)
11,1.9693150611438728e-08,(-14.30401465+0j),(-14.30401465281691+0j)
12,1.2141067807045222e-08,(-31.61414693+0j),(-31.614146926161705+0j)
13,1.0802010942369357e-08,(-6.137083015+0j),(-6.137083015662928+0j)
14,2.7997100678223756e-08,(-14.46239986+0j),(-14.462399855950947+0j)
15,1.1810993416863033e-08,(-31.61414605+0j),(-31.614146053733943+0j)
16,6.597509218993357e-09,(-6.058761709+0j),(-6.058761709399727+0j)
17,1.3899081348447256e-08,(-14.64949678+0j),(-14.649496777963854+0j)
18,1.1114411612712739e-08,(-31.61414496+0j),(-31.614144963513727+0j)
19,7.0219893205217e-09,(-5.965552648+0j),(-5.9655526484189005+0j)
20,2.3392992298457817e-08,(-14.87441352+0j),(-14.87441352347957+0j)
21,7.321609113131285e-09,(-31.61414356+0j),(-31.614143562314663+0j)
22,8.198969528452521e-10,(-5.852314828+0j),(-5.852314828047983+0j)
23,5.417994713260842e-10,(-15.15085013+0j),(-15.150850129917913+0j)
24,1.564864806476966e-08,(-31.61414169+0j),(-31.614141694947186+0j)
25,6.207627797999215e-10,(-5.710980551+0j),(-5.710980551035451+0j)
26,1.7933488280712253e-08,(-15.50064641+0j),(-15.500646407220193+0j)
27,7.4424495323397195e-09,(-31.61413908+0j),(-31.614139082352867+0j)
28,5.1635126803663314e-09,(-5.527901574+0j),(-5.527901574285434+0j)
29,1.160731816451867e-09,(-15.96152212+0j),(-15.96152211981473+0j)
30,8.78449483767933e-09,(-31.61413517+0j),(-31.61413516722286+0j)
31,1.0703712475209763e-08,(-5.277327188+0j),(-5.27732718856487+0j)
32,6.965204884768644e-09,(-16.60682843+0j),(-16.6068284288433+0j)
33,6.373338325709863e-09,(-31.61412865+0j),(-31.614128652014877+0j)
34,2.3422111227505e-09,(-4.901339771+0j),(-4.9013397711148+0j)
35,1.54792785555807e-08,(-17.61027754+0j),(-17.610277542725942+0j)
36,3.1765508830783154e-09,(-31.61411566+0j),(-31.61411565899576+0j)
37,8.275658632558106e-09,(-4.215737399+0j),(-4.21573739865112+0j)
38,6.214417145990711e-09,(-19.59435328+0j),(-19.594353278782325+0j)
39,1.1152149431477697e-08,(-31.61407698+0j),(-31.61407697647435+0j)
40,0.0,(-3.926416156+0j),(-3.926416156+0j)
41,0.0,(-3.606631303+0j),(-3.606631303+0j)
42,3.084636100090049e-08,(-3.241873758+0j),(-3.241873759+0j)
43,0.0,(-2.829921566+0j),(-2.829921566+0j)
44,4.2152408324438034e-08,(-2.372343888+0j),(-2.372343889+0j)
45,0.0,(-1.876487016+0j),(-1.876487016+0j)
46,0.0,(-1.357377954+0j),(-1.357377954+0j)
47,0.0,(-0.840228751+0j),(-0.840228751+0j)
48,2.713440020103521e-07,(-0.368535867+0j),(-0.368535868+0j)
49,2.0459414714733186e-06,(-0.048877253+0j),(-0.048877254+0j)
50,0.0,(0.072470736+0j),(0.072470736+0j)
51,0.0,(0.072470348+0j),(0.072470348+0j)
52,0.0,(0.07246996+0j),(0.07246996+0j)
53,0.0,(0.072469572+0j),(0.072469572+0j)
54,0.0,(0.072469183+0j),(0.072469183+0j)
55,0.0,(0.072468795+0j),(0.072468795+0j)
56,0.0,(0.072468407+0j),(0.072468407+0j)
57,0.0,(0.072468019+0j),(0.072468019+0j)
58,0.0,(0.045251894+0j),(0.045251894+0j)
59,0.0,(0.007686134+0j),(0.007686134+0j)
60,0.0,(-590.8186945+0j),(-590.8186945+0j)
61,0.0,(-638.3673798+0j),(-638.3673798+0j)
62,0.0,(-408.9065826+0j),(-408.9065826+0j)
63,0.0,(-22.09670458+0j),(-22.09670458+0j)
64,0.0,(-3.926416156+0j),(-3.926416156+0j)
65,1.6118690459000395e-08,(-6.203978451+0j),(-6.203978452+0j)
66,0.0,(-14.30401465+0j),(-14.30401465+0j)
67,0.0,(-31.61414693+0j),(-31.61414693+0j)
68,4.548492869345447e-09,(8131.07734+0j),(8131.077339630158+0j)
69,2.254073695067549e-09,(7667.225437+0j),(7667.225436827175+0j)
70,1.0550194037443246e-08,(296.5102937+0j),(296.5102937312824+0j)
71,8.845047822355634e-09,(41.2103722+0j),(41.21037220364508+0j)
72,4.101061115020929e-08,(12.10484899+0j),(12.104848985035728+0j)
73,0.0,0j,0j
74,0.0,0j,0j
75,0.0,0j,0j
76,2.0449521440632264e-08,(1294.101151+0j),(1294.1011512646376+0j)
77,5.815197296720765e-09,(1220.276828+0j),(1220.2768280709615+0j)
78,1.0517704265893964e-08,(47.19107892+0j),(47.19107892496342+0j)
79,2.028440007157999e-09,(6.558834443+0j),(6.558834442866958+0j)
80,1.813340818965788e-08,(1.926546551+0j),(1.9265465513493485+0j)
81,0.0,0j,0j
82,0.0,0j,0j
83,0.0,0j,0j
84,0.0,(0.072470736+0j),(0.072470736+0j)
85,0.0,(0.082972153+0j),(0.082972153+0j)
86,8.548310972987014e-09,(0.809560556+0j),(0.8095605559307962+0j)
87,3.738314380777599e-09,(0.472549052+0j),(0.4725490520176654+0j)
88,4.498903944641671e-08,(0.308541613+0j),(0.3085416131388099+0j)
89,0.0,(1+0j),(1+0j)
90,0.0,(1+0j),(1+0j)
91,0.0,(1+0j),(1+0j)
92,0.0,(8+0j),(8+0j)
93,0.0,(9+0j),(9+0j)
94,0.0,(10+0j),(10+0j)
95,0.0,(11+0j),(11+0j)
96,5.677821420566167e-08,(0.18732264+0j),(0.18732264010635846+0j)
97,6.541267919869723e-08,(0.187308262+0j),(0.18730826212252336+0j)
98,1.1915973897091987e-07,(0.256760507+0j),(0.2567605073059552+0j)
99,1.3448486129376664e-07,(0.256756459+0j),(0.2567564586547014+0j)
100,0.0,(8+0j),(8+0j)
101,0.0,(9+0j),(9+0j)
102,0.0,(10+0j),(10+0j)
103,0.0,(11+0j),(11+0j)
104,1.9661441255758448e-07,(0.20304341+0j),(0.2030434096007874+0j)
105,2.817468066126204e-08,(0.203060024+0j),(0.2030600239427885+0j)
106,1.7545436721188237e-07,(0.247540383+0j),(0.24754038343432042+0j)
107,6.704451119329336e-08,(0.247544322+0j),(0.2475443221659649+0j)
108,0.0,(8+0j),(8+0j)
109,0.0,(9+0j),(9+0j)
110,0.0,(12+0j),(12+0j)
111,0.0,(13+0j),(13+0j)
112,5.7297805975766036e-08,(0.116358323+0j),(0.11635832293332923+0j)
113,1.2761858487536263e-07,(0.117413259+0j),(0.11741325885015887+0j)
114,8.665220054720897e-09,(0.385239528+0j),(0.38523952796661814+0j)
115,6.870225118723875e-08,(0.386802521+0j),(0.38680252073425797+0j)
116,0.0,(1+0j),(1+0j)
117,0.0,(2+0j),(2+0j)
118,0.0,(6+0j),(6+0j)
119,0.0,(7+0j),(7+0j)
120,2.3100059568340844e-08,(0.483196411+0j),(0.48319641088838133+0j)
121,2.059866570249246e-08,(0.541844412+0j),(0.5418444121116127+0j)
122,1.5041783972082328e-07,(0.23031886+0j),(0.23031886034644064+0j)
123,4.82488713631452e-07,(0.101105173+0j),(0.10110517251217896+0j)
124,0.0,(1+0j),(1+0j)
125,0.0,(2+0j),(2+0j)
126,0.0,(4+0j),(4+0j)
127,0.0,(5+0j),(5+0j)
128,0.0,(6+0j),(6+0j)
129,0.0,(7+0j),(7+0j)
130,1.273656259725111e-07,(0.244417821+0j),(0.2444178213113043+0j)
131,1.423995258770092e-08,(0.103659721+0j),(0.10365972101476109+0j)
132,7.303887557308983e-10,(0.48085831+0j),(0.48085831000351215+0j)
133,2.534359271550181e-07,(0.122035766+0j),(0.12203576569071753+0j)
134,1.10860748766075e-07,(0.34610278+0j),(0.34610278038369213+0j)
135,9.048856798723686e-08,(0.108894401+0j),(0.10889440109853699+0j)
136,0.0,(4+0j),(4+0j)
137,0.0,(5+0j),(5+0j)
138,0.0,(7+0j),(7+0j)
139,1.4057575550300605e-07,(0.240383159+0j),(0.24038315866207957+0j)
140,8.236259171590677e-09,(1.112660266+0j),(1.1126602660916416+0j)
141,6.34289169636748e-08,(0.36451854+0j),(0.36451854023121016+0j)
142,0.0,(4+0j),(4+0j)
143,0.0,(5+0j),(5+0j)
144,0.0,(6+0j),(6+0j)
145,0.0,(7+0j),(7+0j)
146,3.965552330401771e-07,(0.110790281+0j),(0.11079028143934466+0j)
147,1.0476467629827148e-07,(0.279507948+0j),(0.2795079482928256+0j)
148,4.3426001681968055e-08,(0.306962491+0j),(0.30696249086669847+0j)
149,5.124051828145062e-09,(1.121565249+0j),(1.1215652490574697+0j)
150,0.0,(3+0j),(3+0j)
151,0.0,(6+0j),(6+0j)
152,4.328750924150123e-08,(1.134062281+0j),(1.1340622814909074+0j)
153,2.7015574761398306e-07,(0.131388411+0j),(0.13138841135495335+0j)
154,0.0,(-590.8154434+0j),(-590.8154434+0j)
155,0.0,(-638.3710776+0j),(-638.3710776+0j)
156,0.0,(-408.5620532+0j),(-408.5620532+0j)
157,4.4024094668685417e-08,(-22.71482776+0j),(-22.71482775+0j)
158,0.0,(-3.606631303+0j),(-3.606631303+0j)
159,1.629438741849737e-08,(-6.137083015+0j),(-6.137083016+0j)
160,0.0,(-14.46239986+0j),(-14.46239986+0j)
161,0.0,(-31.61414605+0j),(-31.61414605+0j)
162,5.998179222503517e-09,(8131.076377+0j),(8131.076377487717+0j)
163,5.965086068552391e-09,(7667.227026+0j),(7667.227026457356+0j)
164,1.4807789108016677e-08,(296.3773157+0j),(296.37731565611307+0j)
165,1.4151686250134554e-08,(38.95393903+0j),(38.95393903551264+0j)
166,9.471967801524082e-09,(11.99654442+0j),(11.996544421136308+0j)
167,0.0,0j,0j
168,0.0,0j,0j
169,0.0,0j,0j
170,1.0425165464342633e-08,(1294.100998+0j),(1294.100998134912+0j)
171,5.610401286206907e-09,(1220.277081+0j),(1220.2770810684624+0j)
172,6.4079411389356285e-09,(47.16991481+0j),(47.16991480697738+0j)
173,6.48698354210682e-09,(6.19971195+0j),(6.1997119504021745+0j)
174,1.8575109648214006e-08,(1.909309345+0j),(1.9093093446453437+0j)
175,0.0,0j,0j
176,0.0,0j,0j
177,0.0,0j,0j
178,0.0,(0.072470348+0j),(0.072470348+0j)
179,0.0,(0.082972613+0j),(0.082972613+0j)
180,4.217859990778762e-08,(0.80945052+0j),(0.8094505203414148+0j)
181,4.635840321009898e-08,(0.503733631+0j),(0.5037336307664771+0j)
182,9.775427458924833e-09,(0.287909412+0j),(0.28790941202814435+0j)
183,0.0,(1+0j),(1+0j)
184,0.0,(1+0j),(1+0j)
185,0.0,(1+0j),(1+0j)
186,0.0,(8+0j),(8+0j)
187,0.0,(9+0j),(9+0j)
188,0.0,(10+0j),(10+0j)
189,0.0,(11+0j),(11+0j)
190,1.4550067004714405e-07,(0.187322509+0j),(0.1873225092725555+0j)
191,6.60131506023732e-08,(0.187308104+0j),(0.18730810387635202+0j)
192,1.3295805822769094e-07,(0.256760276+0j),(0.25676027565861653+0j)
193,9.515878517101779e-08,(0.256756761+0j),(0.2567567607556734+0j)
194,0.0,(8+0j),(8+0j)
195,0.0,(9+0j),(9+0j)
196,0.0,(10+0j),(10+0j)
197,0.0,(11+0j),(11+0j)
198,7.634883404660052e-08,(0.203043552+0j),(0.20304355215502137+0j)
199,1.0411114560275378e-07,(0.20306018+0j),(0.2030601802114083+0j)
200,2.8973817395478442e-08,(0.247540601+0j),(0.24754060092827804+0j)
201,1.252630550857118e-07,(0.247544027+0j),(0.2475440266899188+0j)
202,0.0,(8+0j),(8+0j)
203,0.0,(9+0j),(9+0j)
204,0.0,(12+0j),(12+0j)
205,0.0,(13+0j),(13+0j)
206,2.1679368724439323e-07,(0.116584321+0j),(0.11658432074725256+0j)
207,5.6475420348863644e-08,(0.117528347+0j),(0.11752834706637463+0j)
208,3.579691337237196e-08,(0.385768931+0j),(0.38576893113809335+0j)
209,7.739755977802418e-08,(0.387179823+0j),(0.3871798232996677+0j)
210,0.0,(1+0j),(1+0j)
211,0.0,(2+0j),(2+0j)
